Compound,Pose,CNNscore,CNNaffinity,CNN_VS
DB12461,Pose_1,0.471447796,5.6254611,2.6521112370787354
DB04029,Pose_5,0.696252406,3.80856895,2.651725294854394
DB06731,Pose_3,0.538549125,4.92306757,2.651313732139376
DB07487,Pose_1,0.671980917,3.94463229,2.65071762346201
DB05442,Pose_1,0.429322183,6.17270994,2.650081306466599
DB02895,Pose_1,0.821582973,3.22541738,2.649948000226271
DB15250,Pose_1,0.421176344,6.29172516,2.6499258003416153
DB08918,Pose_1,0.643615782,4.11411095,2.6479067363190127
DB04896,Pose_1,0.643615782,4.11411095,2.6479067363190127
DB03669,Pose_2,0.790149212,3.35035205,2.647278032230085
DB00705,Pose_1,0.486224204,5.44356918,2.6467950914644325
DB07425,Pose_1,0.511399508,5.17522478,2.646607406281408
DB12642,Pose_2,0.500385702,5.28730345,2.6456910485152716
DB08631,Pose_1,0.595387518,4.44342756,2.6455613063611962
DB03597,Pose_1,0.54449898,4.85868502,2.6455490375312793
DB08623,Pose_1,0.570838392,4.63323212,2.6448267731435506
DB03371,Pose_3,0.669938028,3.94769406,2.6447103737037136
DB07982,Pose_1,0.448531151,5.89608765,2.6445789800513855
DB06954,Pose_1,0.50394249,5.24721909,2.6442966537901342
DB00727,Pose_5,0.789167464,3.35037923,2.644010280377373
DB03867,Pose_1,0.638078809,4.14316797,2.643667683784548
DB11687,Pose_2,0.545637608,4.84496069,2.6435927617456296
DB13376,Pose_1,0.874469221,3.02276969,2.6433190560767117
DB08993,Pose_1,0.453109294,5.83359718,2.643257099710191
DB07624,Pose_1,0.538738608,4.90628099,2.6432029910094617
DB14923,Pose_1,0.432285398,6.11136103,2.64185213517524
DB05455,Pose_1,0.432285398,6.11136103,2.64185213517524
DB02742,Pose_1,0.848903418,3.11181426,2.6416297614951407
DB03927,Pose_1,0.653455913,4.04131317,2.640819987221274
DB03215,Pose_1,0.807794333,3.26880336,2.640520829899359
DB08666,Pose_1,0.520110667,5.07663488,2.640411953552265
DB12310,Pose_2,0.79245472,3.33105755,2.639712278089136
DB12234,Pose_1,0.397247612,6.64377594,2.6392241268280556
DB06217,Pose_1,0.604764879,4.36292458,2.6385435557098256
DB04511,Pose_3,0.61696434,4.27615309,2.6382339689108107
DB03058,Pose_6,0.798022807,3.30504203,2.637498918033578
DB11678,Pose_1,0.737401903,3.57577252,2.6367814609431055
DB04508,Pose_1,0.779997766,3.37959599,2.636077322182558
DB02347,Pose_2,0.578380406,4.55709457,2.6357342075769954
DB02484,Pose_1,0.606686473,4.34354067,2.635167369414357
DB00423,Pose_1,0.826751113,3.18671489,2.634620082121173
DB00158,Pose_1,0.487337589,5.40599823,2.6345461435464674
DB02333,Pose_1,0.56698519,4.64651299,2.6345040504726183
DB16860,Pose_1,0.815924227,3.22861099,2.6343019262994547
DB12084,Pose_1,0.445858806,5.90646219,2.6334481797175453
DB03454,Pose_1,0.787667274,3.3422668,2.6325941793367034
DB13529,Pose_1,0.723199368,3.63887691,2.6316334815417926
DB07680,Pose_1,0.47627759,5.52521658,2.6315368369504424
DB00718,Pose_1,0.513015985,5.12942886,2.6314789991003273
DB02807,Pose_1,0.840388358,3.13098216,2.6312409563696932
DB03303,Pose_1,0.840388358,3.13098216,2.6312409563696932
DB04123,Pose_1,0.588159084,4.47228956,2.6304177309923635
DB06903,Pose_2,0.543871403,4.83615875,2.6302484444932266
DB02413,Pose_3,0.663356662,3.96504402,2.630238365790261
DB12419,Pose_1,0.426083863,6.17261314,2.63005085149576
DB14623,Pose_7,0.878846884,2.99243665,2.6298936254198986
DB00293,Pose_1,0.453803629,5.79490709,2.6297498671598296
DB01827,Pose_1,0.573679626,4.58294821,2.6291440150901693
DB07800,Pose_1,0.406673819,6.46211433,2.6279727133957262
DB12533,Pose_1,0.398179144,6.59984446,2.6279204176159423
DB07435,Pose_3,0.583427668,4.50332642,2.627365231463388
DB00385,Pose_1,0.442945004,5.93122101,2.6272047139993338
DB03301,Pose_2,0.736523986,3.56700993,2.627188371745181
DB01067,Pose_1,0.511620522,5.1345191,2.62692534216097
DB04498,Pose_1,0.824071884,3.18724227,2.6265167422033366
DB07985,Pose_1,0.535356343,4.90527296,2.6260689932823853
DB19130,Pose_1,0.576814532,4.55215406,2.6257486137108
DB07633,Pose_1,0.626650393,4.18935394,2.6252602929170985
DB13167,Pose_1,0.726040781,3.61380458,2.623769499644577
DB19276,Pose_1,0.695985019,3.76982951,2.6237448631441107
DB12749,Pose_4,0.614407122,4.27034426,2.6237299267358196
DB02141,Pose_4,0.647757411,4.04977989,2.6232749366662644
DB08871,Pose_1,0.395307273,6.63544893,2.623041221649068
DB06893,Pose_1,0.668395758,3.92416954,2.622898274208811
DB12297,Pose_1,0.402452111,6.51726341,2.6228864172975586
DB02632,Pose_1,0.765713573,3.42468095,2.6223246866095344
DB08112,Pose_1,0.564393818,4.64564276,2.621972054380458
DB08975,Pose_2,0.600562334,4.36508608,2.621506284315711
DB12847,Pose_1,0.664209306,3.94595623,2.620940849034677
DB06950,Pose_1,0.459769636,5.69960403,2.620504870217233
DB07606,Pose_1,0.388941824,6.73680162,2.6202239100089546
DB07936,Pose_3,0.400820076,6.53708982,2.6201968384712266
DB03362,Pose_5,0.686508477,3.81531525,2.619246261552374
DB05495,Pose_2,0.43777436,5.9827323,2.619086803683828
DB13229,Pose_1,0.56683141,4.61885452,2.6181118201564733
DB01241,Pose_1,0.656420112,3.9878521,2.617706322121435
DB02700,Pose_1,0.882696986,2.96544361,2.6175881366999594
DB03810,Pose_1,0.737869978,3.54705238,2.6172634615954475
DB01898,Pose_1,0.737869978,3.54705238,2.6172634615954475
DB13717,Pose_1,0.503501594,5.19763327,2.6170166364724325
DB03389,Pose_1,0.924150229,2.83130717,2.616553169524842
DB03911,Pose_1,0.924150229,2.83130717,2.616553169524842
DB03246,Pose_1,0.924150229,2.83130717,2.616553169524842
DB04286,Pose_1,0.924150229,2.83130717,2.616553169524842
DB02645,Pose_1,0.858220339,3.04860902,2.6163782666228577
DB01721,Pose_1,0.409734309,6.38532782,2.6162878820661764
DB08490,Pose_1,0.465093523,5.62499285,2.6161477414563103
DB08524,Pose_1,0.643059433,4.06521511,2.6141749236596326
DB04264,Pose_1,0.465523452,5.61462355,2.6137389366764947
DB02540,Pose_1,0.465523452,5.61462355,2.6137389366764947
DB06440,Pose_1,0.408338338,6.40048838,2.6135647874775123
DB02121,Pose_3,0.875614464,2.98479056,2.61352578634666
DB17074,Pose_1,0.637306929,4.0985961,2.612063693702377
DB00573,Pose_1,0.635318458,4.11104298,2.6118214868253244
DB03258,Pose_1,0.559171796,4.67050409,2.6116141602306455
DB02822,Pose_3,0.801037908,3.25940776,2.6109091733893663
DB04151,Pose_1,0.789515257,3.30597377,2.610116730656809
DB18966,Pose_1,0.411563873,6.34189987,2.6100968726753964
DB05983,Pose_1,0.404735416,6.44760847,2.6095754963105735
DB15224,Pose_1,0.428583354,6.08860064,2.6094728834577468
DB04526,Pose_1,0.824337065,3.16553617,2.6094687955291413
DB07258,Pose_2,0.681069493,3.83139825,2.609448463608587
DB12623,Pose_1,0.457249969,5.7063632,2.6092343963027407
DB05265,Pose_1,0.488937736,5.33631086,2.609123750480613
DB15580,Pose_1,0.535354197,4.87276649,2.6086559914224585
DB06680,Pose_1,0.448331386,5.81768656,2.608251478758372
DB03751,Pose_1,0.619055688,4.21220064,2.6075867651892404
DB11352,Pose_2,0.683831453,3.81290698,2.607385720287242
DB15325,Pose_1,0.416679472,6.25684118,2.607097279270257
DB03525,Pose_1,0.663912773,3.92650104,2.606854193653784
DB18649,Pose_1,0.46703136,5.58146048,2.606717078760653
DB01349,Pose_1,0.478812784,5.4440155,2.606664217694152
DB01051,Pose_2,0.393813223,6.61893463,2.6066239794666126
DB04784,Pose_3,0.793967009,3.28297114,2.60657077665912
DB03453,Pose_2,0.444054753,5.86886358,2.606096767407596
DB07363,Pose_1,0.522851169,4.98384523,2.6058093046205735
DB13494,Pose_1,0.704966664,3.6962595,2.6057397289933077
DB13020,Pose_1,0.568066478,4.58703232,2.6057392944945685
DB01739,Pose_1,0.810682952,3.21423507,2.6057255749695263
DB00167,Pose_1,0.810682952,3.21423507,2.6057255749695263
DB03134,Pose_2,0.664325118,3.9216435,2.6052462808914334
DB03740,Pose_6,0.727041185,3.5830214,2.605004124536359
DB03567,Pose_6,0.727041185,3.5830214,2.605004124536359
DB03109,Pose_6,0.727041185,3.5830214,2.605004124536359
DB07114,Pose_1,0.782629669,3.32840919,2.604911782666258
DB04217,Pose_1,0.779675484,3.34041595,2.6044404225775697
DB06543,Pose_1,0.373671472,6.96925545,2.6042119427455224
DB04086,Pose_1,0.583774269,4.45926332,2.603203184911513
DB11828,Pose_1,0.384393275,6.7713542,2.602863017123005
DB02610,Pose_1,0.45258826,5.75076485,2.6027286571306614
DB06753,Pose_2,0.595539749,4.37008142,2.6025571919763633
DB06736,Pose_1,0.498203784,5.22338343,2.602309390108899
DB11819,Pose_1,0.43815282,5.93897963,2.602180672807057
DB02019,Pose_5,0.576492488,4.51279354,2.6015915757049273
DB02787,Pose_1,0.874355555,2.97509313,2.601289204857837
DB03720,Pose_1,0.861169457,3.02043915,2.601109942707042
DB01219,Pose_1,0.604744554,4.30095434,2.600978714117664
DB03451,Pose_1,0.436717629,5.95556593,2.6009006323027797
DB12501,Pose_1,0.441074878,5.89573669,2.6004613412618736
DB00936,Pose_1,0.769806683,3.37790751,2.6003357757538894
DB02736,Pose_1,0.891654134,2.91627955,2.60031271665716
DB13788,Pose_1,0.546923816,4.75426435,2.6002204005747593
DB12514,Pose_1,0.489048421,5.31569815,2.5996337867701214
DB00282,Pose_1,0.628098249,4.13749266,2.5987518949963526
DB09510,Pose_1,0.826559246,3.14396882,2.59867649730671
DB09513,Pose_1,0.826559246,3.14396882,2.59867649730671
DB03904,Pose_1,0.826559246,3.14396882,2.59867649730671
DB07637,Pose_1,0.576770127,4.50483942,2.598256804388006
DB14978,Pose_1,0.483169168,5.37725592,2.598124268989474
DB12994,Pose_1,0.483169168,5.37725592,2.598124268989474
DB07849,Pose_1,0.608075917,4.27242041,2.5979559586202656
DB08619,Pose_1,0.456961691,5.68459463,2.5976419747743194
DB16873,Pose_5,0.739582241,3.51086521,2.596573559860736
DB15073,Pose_5,0.739582241,3.51086521,2.596573559860736
DB09419,Pose_5,0.739582241,3.51086521,2.596573559860736
DB13572,Pose_1,0.735665858,3.52939606,2.5964561807017192
DB03244,Pose_1,0.757558584,3.4272697,2.596357580918105
DB03858,Pose_3,0.693930686,3.74103808,2.596021121206523
DB04016,Pose_1,0.397993445,6.52164125,2.5955704681416063
DB14573,Pose_2,0.740194738,3.50527215,2.594584000687947
DB14523,Pose_2,0.740194738,3.50527215,2.594584000687947
DB01275,Pose_1,0.735477865,3.52725601,2.5942187195432185
DB12443,Pose_1,0.480235219,5.40175867,2.5941147578725987
DB03532,Pose_1,0.509296715,5.09319353,2.5939467336882536
DB07338,Pose_3,0.479211688,5.4118042,2.5933998258074897
DB03883,Pose_1,0.521460533,4.9733367,2.5933988063704607
DB02318,Pose_1,0.878057301,2.95301056,2.5929124821380984
DB12436,Pose_1,0.472949624,5.48207903,2.592747215976785
DB03910,Pose_1,0.621142924,4.17414093,2.5927381024482794
DB12719,Pose_1,0.429242104,6.03971243,2.5924988710081527
DB04033,Pose_1,0.67288208,3.85236096,2.592184655675597
DB07848,Pose_1,0.453099668,5.72094727,2.5921593086825063
DB00244,Pose_1,0.756596863,3.42597389,2.5920810978939066
DB01399,Pose_2,0.652303576,3.9733088,2.5918035387922687
DB02384,Pose_1,0.760831833,3.40449929,2.5902514352578985
DB04110,Pose_1,0.741919637,3.49107456,2.5900967702951347
DB06989,Pose_1,0.522374988,4.95722246,2.5895290230558303
DB07427,Pose_1,0.766963005,3.37603378,2.5892930128903093
DB03343,Pose_1,0.74192214,3.48939991,2.5888630485430073
DB14629,Pose_4,0.807328463,3.20650554,2.5887031892091854
DB04450,Pose_1,0.678843677,3.81011796,2.586474485770139
DB17574,Pose_1,0.396653563,6.51962805,2.586033695467242
DB19328,Pose_1,0.396653563,6.51962805,2.586033695467242
DB01299,Pose_2,0.510225296,5.06833553,2.5859929960215666
DB06276,Pose_1,0.472584158,5.47104216,2.585527852566101
DB00856,Pose_1,0.801337719,3.22650909,2.5855234345133655
DB17048,Pose_1,0.726106524,3.5598228,2.584810559363947
DB13583,Pose_4,0.752865374,3.43313861,2.58469118361149
DB04569,Pose_3,0.759096682,3.40307403,2.5832622047733684
DB17804,Pose_1,0.614899039,4.1999054,2.58251779435091
DB13432,Pose_1,0.536638737,4.81214619,2.582384053660962
DB01857,Pose_1,0.649812102,3.97343636,2.5819870332548285
DB15651,Pose_1,0.430280954,5.99971533,2.5815632359208247
DB16876,Pose_1,0.453332484,5.69313669,2.580883797429238
DB03103,Pose_1,0.556907833,4.63420343,2.5808241898824673
DB19207,Pose_1,0.827866673,3.11691499,2.5803900427951287
DB04648,Pose_6,0.637720764,4.04614973,2.5803136970739935
DB04193,Pose_2,0.822336793,3.13748813,2.580071926899767
DB04157,Pose_1,0.769914627,3.35095286,2.5799476213014834
DB06660,Pose_1,0.399355769,6.46025896,2.5799416849099406
DB04515,Pose_1,0.825223207,3.12600017,2.5796478853699454
DB03863,Pose_1,0.825223207,3.12600017,2.5796478853699454
DB09086,Pose_2,0.731363475,3.52710414,2.5795951405172866
DB04745,Pose_1,0.788619578,3.27051854,2.579194950855976
DB13416,Pose_1,0.398332745,6.47485971,2.5791486417742036
DB13740,Pose_2,0.713734686,3.61328244,2.578925007742714
DB00229,Pose_1,0.432099998,5.96798706,2.5787671966900256
DB01612,Pose_3,0.801359713,3.21784854,2.578654182491869
DB07870,Pose_1,0.531562805,4.85089302,2.578554300466121
DB11971,Pose_1,0.395660043,6.51621962,2.578207735046644
DB12914,Pose_1,0.385072678,6.69524384,2.5781554753318034
DB11986,Pose_1,0.387618303,6.64938498,2.5774233219412888
DB02971,Pose_2,0.733525097,3.51238513,2.576422643184608
DB13309,Pose_1,0.56117332,4.59108782,2.5763959943609622
DB12808,Pose_1,0.46582824,5.52903128,2.575578910067347
DB17035,Pose_1,0.597498119,4.31041431,2.575464442335683
DB16404,Pose_1,0.771561444,3.33769226,2.5752346597532236
DB02823,Pose_2,0.689758599,3.73289514,2.574796521980309
DB02115,Pose_1,0.53813529,4.7825675,2.5736683485570753
DB02062,Pose_1,0.493267536,5.21650839,2.5731342400586272
DB15984,Pose_1,0.453484476,5.6733098,2.572757921838665
DB13588,Pose_1,0.514412701,4.99935007,2.571729172753239
DB13346,Pose_1,0.624795079,4.11579895,2.5715309301133673
DB03541,Pose_2,0.445903182,5.76596069,2.5710602189579155
DB06350,Pose_1,0.404498875,6.35402918,2.5701976550271723
DB00313,Pose_1,0.740133524,3.47246003,2.570084078953046
DB18797,Pose_1,0.322972149,7.95518684,2.569303789411319
DB11893,Pose_1,0.395688236,6.4914856,2.5686044860834016
DB04586,Pose_1,0.855089128,3.00263572,2.567521159516452
DB02320,Pose_1,0.882728279,2.90850186,2.5674168413460987
DB15068,Pose_1,0.380675703,6.74415207,2.567334830386155
DB08782,Pose_1,0.709551513,3.61771107,2.5669523633153486
DB03414,Pose_1,0.889279902,2.8865335,2.566936227999717
DB03586,Pose_1,0.884600222,2.90152431,2.5666890487643967
DB01006,Pose_1,0.567131102,4.52460909,2.5660465393309178
DB07505,Pose_1,0.504486203,5.08598566,2.565809594125849
DB08560,Pose_1,0.449398488,5.70892,2.56558001611296
DB07916,Pose_1,0.472120494,5.43277407,2.5649239777187907
DB03635,Pose_2,0.78671819,3.25960541,2.564390868269408
DB08762,Pose_1,0.488262713,5.25204849,2.5643794445349535
DB02175,Pose_1,0.703469753,3.64524341,2.564318481257578
DB04714,Pose_3,0.581522226,4.40914583,2.564016297820218
DB02513,Pose_1,0.746391118,3.43504024,2.5638835251085887
DB05616,Pose_1,0.436584145,5.87042665,2.562935199775464
DB19052,Pose_1,0.436584145,5.87042665,2.562935199775464
DB03330,Pose_1,0.481787145,5.31808424,2.562184622859095
DB12367,Pose_1,0.463558167,5.52697515,2.5620744695885502
DB02798,Pose_2,0.532275677,4.81237173,2.561508420561411
DB00126,Pose_1,0.876949072,2.92040801,2.561049094230867
DB03772,Pose_6,0.652472317,3.92412257,2.5603813454398945
DB06693,Pose_1,0.494468719,5.1772933,2.5600095859382823
DB06147,Pose_1,0.62873143,4.07161713,2.5599536605573956
DB00581,Pose_3,0.768071294,3.33269596,2.5597480985057723
DB07408,Pose_1,0.691092908,3.70288777,2.559039476966935
DB01252,Pose_1,0.484414071,5.28179979,2.5585781384808453
DB04386,Pose_1,0.83585906,3.06083703,2.558428362708992
DB04597,Pose_1,0.83585906,3.06083703,2.558428362708992
DB06499,Pose_1,0.614933133,4.16028929,2.558299727286045
DB07815,Pose_1,0.486134052,5.2622962,2.5581813745302022
DB09526,Pose_1,0.733737946,3.48623681,2.557984236238992
DB03981,Pose_1,0.763185561,3.35077214,2.5572609154490706
DB03992,Pose_1,0.78935802,3.23938632,2.557035571570286
DB04527,Pose_2,0.769361675,3.32314014,2.5566966643701345
DB01251,Pose_1,0.438761115,5.82701111,2.5566658917409875
DB03662,Pose_1,0.584265471,4.37399626,2.555574985001139
DB04001,Pose_1,0.66227448,3.8586266,2.555469925029168
DB11796,Pose_1,0.433918208,5.88899231,2.5553409900809805
DB08760,Pose_1,0.571515262,4.47040367,2.5549039247058114
DB02311,Pose_1,0.826020658,3.09270167,2.554635468451099
DB03959,Pose_1,0.646649182,3.95043278,2.5545441257329857
DB07357,Pose_2,0.657220125,3.88604856,2.5539893203592703
DB08122,Pose_4,0.512195349,4.98613739,2.5538763806329987
DB12996,Pose_1,0.473377168,5.39399672,2.553394891514889
DB16107,Pose_1,0.435713321,5.85989904,2.553236071443112
DB11937,Pose_1,0.707492471,3.6087563,2.5531679119238175
DB00664,Pose_1,0.526898801,4.84499025,2.55281955358169
DB16176,Pose_1,0.558554411,4.56954622,2.552340197449377
DB01146,Pose_1,0.612556577,4.16638899,2.552148978164887
DB01077,Pose_1,0.654071987,3.9018867,2.552114786917873
DB04166,Pose_1,0.775029063,3.29191661,2.5513310457224363
DB13022,Pose_1,0.405999035,6.28386927,2.5512448596861548
DB06795,Pose_1,0.765326202,3.33247447,2.550430029387063
DB07151,Pose_1,0.516694665,4.93588924,2.5503476373389047
DB08195,Pose_1,0.479533851,5.31809092,2.5502046188357332
DB18951,Pose_1,0.382727087,6.661201,2.549422054651487
DB17620,Pose_1,0.403180301,6.3230443,2.5493269041103344
DB02566,Pose_1,0.674210787,3.78086972,2.5491031494656697
DB03779,Pose_1,0.81353718,3.1329,2.548730631222
DB03611,Pose_1,0.774071753,3.29133582,2.5477300878990925
DB19056,Pose_1,0.750118017,3.39598274,2.547387838695027
DB04951,Pose_1,0.750118017,3.39598274,2.547387838695027
DB01936,Pose_1,0.888868511,2.8655889,2.547131738681128
DB03142,Pose_1,0.888868511,2.8655889,2.547131738681128
DB15065,Pose_1,0.408711165,6.23176575,2.5469922396895988
DB02805,Pose_2,0.574516892,4.43305635,2.5468657562628643
DB02714,Pose_2,0.574516892,4.43305635,2.5468657562628643
DB01047,Pose_1,0.472814351,5.38554811,2.5463644344089267
DB12499,Pose_1,0.41346997,6.15756607,2.545968658235918
DB16766,Pose_1,0.416270077,6.11589479,2.5458639951571986
DB00523,Pose_1,0.457251102,5.56766939,2.545822964149168
DB00982,Pose_1,0.457251102,5.56766939,2.545822964149168
DB00755,Pose_1,0.457251102,5.56766939,2.545822964149168
DB04377,Pose_1,0.714654803,3.56217837,2.5457278812632107
DB12339,Pose_1,0.475625962,5.35147905,2.5453023712790963
DB03654,Pose_1,0.778586805,3.26904416,2.5452346479383086
DB13363,Pose_3,0.704511166,3.61230683,2.544910496753064
DB06177,Pose_1,0.763969541,3.33097959,2.5447669484526685
DB08466,Pose_2,0.622932911,4.08475685,2.5445294752976904
DB12032,Pose_1,0.630382657,4.03599596,2.5442218569060655
DB08597,Pose_1,0.445061326,5.7163167,2.544111490337944
DB02730,Pose_1,0.844356775,3.01291561,2.5439757078067573
DB15084,Pose_1,0.391266316,6.50118256,2.5436937498946492
DB17047,Pose_2,0.457059205,5.56514215,2.543599446790991
DB07362,Pose_1,0.405859172,6.26714182,2.543576989871773
DB04171,Pose_1,0.810721695,3.13659954,2.5429092956050203
DB13410,Pose_1,0.649157643,3.91676641,2.5425988508971717
DB02884,Pose_1,0.735332668,3.45709491,2.54211482369952
DB12197,Pose_1,0.727934182,3.49157619,2.5416376577583266
DB04658,Pose_1,0.831987381,3.05483603,2.5415850279841377
DB14983,Pose_1,0.770165622,3.29971671,2.541328372380944
DB12083,Pose_1,0.600979149,4.22852945,2.5412580303824384
DB04850,Pose_1,0.429446131,5.91606903,2.540632955662423
DB02561,Pose_1,0.867358387,2.92903781,2.5405255103436124
DB06862,Pose_2,0.622387409,4.08120203,2.5400887570572404
DB15257,Pose_1,0.380409658,6.67666674,2.539868511143375
DB07201,Pose_1,0.60253346,4.21496439,2.539657077683489
DB02102,Pose_1,0.466262013,5.44682741,2.5396487126501763
DB06441,Pose_1,0.418788224,6.06086779,2.5382200576729046
DB12758,Pose_1,0.49627462,5.11420012,2.5380477211569543
DB16261,Pose_1,0.38471809,6.59607553,2.537629579397338
DB04782,Pose_1,0.80433923,3.15487361,2.53758861021472
DB04777,Pose_1,0.80433923,3.15487361,2.53758861021472
DB15957,Pose_2,0.605256081,4.19070387,2.536449000987733
DB11753,Pose_1,0.439104766,5.77579689,2.5361799418469775
DB01776,Pose_2,0.751993179,3.37259555,2.5361688491257537
DB07162,Pose_1,0.489725858,5.17857313,2.5360811693049956
DB03472,Pose_1,0.496856451,5.10225773,2.5350896678151162
DB12444,Pose_1,0.78347367,3.23526955,2.5347485077777483
DB00923,Pose_1,0.463701844,5.46540117,2.5343166007287574
DB01920,Pose_1,0.77616179,3.26371121,2.5331679347966656
DB00183,Pose_1,0.368767977,6.86894369,2.5330464686882155
DB00747,Pose_2,0.587956309,4.30755424,2.5326536917677
DB19357,Pose_1,0.794829667,3.18627357,2.5325447606140012
DB11795,Pose_1,0.441478729,5.73483276,2.531806677912362
DB07347,Pose_1,0.773010433,3.27513433,2.531713006566465
DB07371,Pose_2,0.527148545,4.8020463,2.5313917200676332
DB16640,Pose_1,0.388703287,6.51235962,2.5313755904200708
DB07911,Pose_2,0.710379899,3.56193757,2.5303288512209052
DB12800,Pose_1,0.347247988,7.28654099,2.530236698257028
DB04564,Pose_7,0.670554578,3.77313805,2.530094992853493
DB01885,Pose_7,0.670554578,3.77313805,2.530094992853493
DB16114,Pose_1,0.505130589,5.00767136,2.529527983595231
DB06636,Pose_1,0.358457148,7.05599833,2.529273037664563
DB04228,Pose_2,0.595577359,4.24592543,2.528777054110339
DB06770,Pose_2,0.867692351,2.91385436,2.5283291401000003
DB14862,Pose_1,0.402209461,6.28599167,2.5282853214411896
DB15097,Pose_2,0.438442856,5.76609468,2.5281030194656062
DB16221,Pose_1,0.406008214,6.22603416,2.5278210096045903
DB04790,Pose_1,0.57650125,4.38453674,2.5276909112809247
DB02224,Pose_1,0.579754591,4.35939932,2.527381769772278
DB01635,Pose_3,0.750604868,3.36679959,2.527136161834404
DB00356,Pose_1,0.628803968,4.0187974,2.5270357517080835
DB02640,Pose_1,0.480154574,5.26210785,2.5266251530588058
DB07160,Pose_2,0.624616146,4.04442167,2.526211076314284
DB18013,Pose_1,0.5855214,4.31424522,2.5260829011577077
DB04112,Pose_1,0.46122542,5.47642565,2.5258667205200234
DB17920,Pose_1,0.399087399,6.32697058,2.5250142323217215
DB03363,Pose_1,0.421772808,5.98563242,2.5245769934392355
DB02394,Pose_1,0.876091242,2.88153625,2.524488672130522
DB02567,Pose_1,0.376018614,6.71327829,2.52431759800209
DB07588,Pose_1,0.506238997,4.98494005,2.5235710510171296
DB13138,Pose_1,0.370767593,6.80578756,2.523365472090543
DB11939,Pose_2,0.476157099,5.29844856,2.522893895530327
DB15405,Pose_1,0.760910034,3.31451869,2.5220505291015356
DB11891,Pose_1,0.400893718,6.29076242,2.5219271356084776
DB12964,Pose_1,0.59073329,4.26763773,2.5210356767710316
DB14101,Pose_1,0.666990936,3.77963901,2.5209849610220134
DB12007,Pose_1,0.666990936,3.77963901,2.5209849610220134
DB16953,Pose_1,0.594664216,4.23849058,2.520478677779085
DB02061,Pose_5,0.626490057,4.02195978,2.519717811823908
DB04465,Pose_5,0.626490057,4.02195978,2.519717811823908
DB03323,Pose_5,0.626490057,4.02195978,2.519717811823908
DB01687,Pose_5,0.626490057,4.02195978,2.519717811823908
DB02743,Pose_5,0.626490057,4.02195978,2.519717811823908
DB03002,Pose_2,0.765493095,3.29153943,2.5196507055852355
DB12838,Pose_4,0.481777489,5.2298007,2.519600249216442
DB07958,Pose_5,0.532379985,4.73127174,2.518834377972124
DB12095,Pose_2,0.342420638,7.35429382,2.518261981883857
DB01599,Pose_2,0.383130282,6.57254028,2.518139210932759
DB03003,Pose_1,0.586605191,4.2925334,2.5180223749808794
DB00795,Pose_1,0.485983104,5.18065596,2.5177112641968997
DB04521,Pose_1,0.494912684,5.08681488,2.5175292052719382
DB15297,Pose_1,0.376583576,6.68191719,2.5163002699460715
DB12204,Pose_2,0.416201949,6.04581118,2.51627839640199
DB03930,Pose_1,0.810098469,3.10605884,2.5162135109079165
DB05868,Pose_1,0.341285139,7.36959648,2.515133759050711
DB03300,Pose_2,0.42524147,5.91377068,2.5147805372060996
DB15203,Pose_1,0.710161448,3.54056358,2.514371758708864
DB13663,Pose_1,0.597693682,4.20669556,2.5143153583094517
DB00252,Pose_1,0.523916841,4.79831648,2.51391881231984
DB02383,Pose_1,0.526197731,4.77690125,2.5135945989610637
DB15243,Pose_1,0.358080685,7.01961517,2.5135886085099917
DB09183,Pose_1,0.39936474,6.29212809,2.5128540987095467
DB02428,Pose_1,0.75270313,3.33836484,2.512797664149949
DB18067,Pose_2,0.447268933,5.61757088,2.512564933549471
DB07544,Pose_1,0.465841383,5.39339447,2.512466338969352
DB04185,Pose_1,0.805461943,3.11893868,2.512186409290655
DB02908,Pose_1,0.648720622,3.87024331,2.510706647354539
DB18042,Pose_2,0.399437308,6.28453016,2.510275809155209
DB08175,Pose_1,0.559099913,4.48845816,2.50949656676014
DB17109,Pose_1,0.391346306,6.41211557,2.5093577419645845
DB05033,Pose_1,0.457086802,5.4889226,2.5089140776595253
DB13248,Pose_1,0.471956253,5.31577349,2.508812538137133
DB19360,Pose_1,0.479059964,5.23650885,2.5086017411666814
DB06297,Pose_1,0.642477453,3.90365815,2.508012345594692
DB04379,Pose_1,0.801085174,3.13061261,2.507887347408444
DB03706,Pose_1,0.560173273,4.47439003,2.5064337077836685
DB04252,Pose_1,0.71131897,3.52321625,2.5061305540372625
DB11273,Pose_2,0.378339529,6.62395334,2.5061033867735767
DB13610,Pose_1,0.444008052,5.64397573,2.505970669412578
DB08121,Pose_2,0.544212759,4.60453796,2.505848307131832
DB08132,Pose_1,0.596224904,4.20274687,2.5057823491020508
DB04544,Pose_1,0.791611314,3.16491914,2.5053857991191495
DB02120,Pose_1,0.853084266,2.9367311,2.5052790948828725
DB12070,Pose_1,0.408206284,6.13661194,2.5050035563774307
DB08554,Pose_1,0.676254988,3.70345378,2.5044790915524544
DB01758,Pose_3,0.598306656,4.18542767,2.5041692331675716
DB16130,Pose_2,0.828340292,3.02283764,2.503938213386191
DB02340,Pose_8,0.679303944,3.68584371,2.5038081691705925
DB14885,Pose_1,0.394848853,6.33818054,2.5026233163259204
DB18151,Pose_1,0.47548008,5.26290321,2.502405639323057
DB04426,Pose_8,0.652105331,3.83728528,2.502314187655828
DB00345,Pose_1,0.758156717,3.29898334,2.501146378492095
