molecule_name,delta_g_inter,dg_inter_sum,dg_inter_max,hbond_percent,moderate_attr_percent,vdw_percent,clash_percent,hbond_strength,clash_strength,favorable_strength,n_interaction_points,n_ligand_atoms
DB12060_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.470031,2.966075,0.043769,6.228374,9.688581,78.546713,5.536332,0.183988,0.167562,1.439475,289,20
DB12063_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.564762,2.570261,0.031282,3.401361,7.142857,88.77551,0.680272,0.097937,0.01117,1.647161,294,49
DB12067_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.289489,2.478512,0.044025,3.082192,4.109589,92.465753,0.342466,0.114686,0.005426,1.473779,292,53
DB12078_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.91692,3.746082,0.077597,10.0,5.25,82.75,2.0,0.763117,0.141322,2.169003,400,42
DB12096_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.439262,3.083024,0.038502,2.80112,4.761905,91.036415,1.40056,0.110265,0.036513,1.776334,357,57
DB12100_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.715624,3.84094,0.047758,6.557377,5.152225,87.35363,0.936768,0.481498,0.043619,2.184352,427,63
DB12101_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.09405,3.279159,0.050249,7.24234,7.24234,84.679666,0.835655,0.216573,0.020164,1.952345,359,60
DB12106_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.392946,2.927454,0.032175,4.477612,6.567164,88.358209,0.597015,0.1806,0.011333,1.781936,335,42
DB12113_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.808798,4.496944,0.064529,7.322176,6.276151,84.309623,2.09205,0.537896,0.162166,2.397654,478,60
DB12124_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.897078,3.527953,0.044735,3.787879,7.070707,87.878788,1.262626,0.172183,0.028237,1.844975,396,54
DB12130_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.4656,3.263293,0.03943,2.827763,3.598972,93.316195,0.257069,0.074768,0.005222,1.961163,389,49
DB12131_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.895566,1.909414,0.020407,0.809717,4.453441,92.712551,2.024291,0.010658,0.032405,1.046657,247,52
DB12134_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.341422,2.403376,0.01887,0.666667,2.666667,95.666667,1.0,0.011718,0.016062,1.267489,300,61
DB12137_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.776542,3.171463,0.032564,5.413105,5.698006,86.324786,2.564103,0.159345,0.063251,1.784672,351,63
DB12140_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.095179,2.764401,0.044399,7.744108,10.10101,81.481481,0.673401,0.246513,0.010103,1.777192,297,52
DB12143_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.812827,2.779291,0.07363,11.510791,4.316547,76.978417,7.194245,0.708521,0.299222,1.553135,278,32
DB12156_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.117105,2.902124,0.073215,11.945392,8.532423,76.450512,3.071672,0.550873,0.111247,1.820065,293,31
DB12161_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.763963,2.82009,0.026094,1.994302,3.988604,93.447293,0.569801,0.042564,0.011484,1.53285,351,50
DB12165_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.789361,3.224132,0.058508,7.988166,5.621302,84.023669,2.366864,0.40678,0.112043,1.862706,338,66
DB12173_pose4_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.303942,2.001484,0.028513,2.953586,5.485232,91.561181,0.0,0.119554,0.0,1.060542,237,26
DB12176_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.396134,2.776971,0.028189,0.57971,2.608696,96.521739,0.289855,0.01172,0.00546,1.760965,345,83
DB12184_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.382655,2.677263,0.041658,2.922078,4.220779,92.207792,0.649351,0.0978,0.013298,1.471353,308,55
DB12185_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.550879,2.866255,0.029834,1.749271,5.247813,91.54519,1.457726,0.0425,0.027606,1.648657,343,54
DB12188_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.105593,2.076728,0.023432,1.908397,1.908397,96.183206,0.0,0.028579,0.0,1.309297,262,52
DB12196_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.213931,3.478103,0.03355,3.950617,4.938272,90.123457,0.987654,0.156098,0.024701,1.914487,405,60
DB12203_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.614962,2.568567,0.02883,0.636943,4.77707,93.949045,0.636943,0.016633,0.012402,1.483711,314,54
DB12209_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.826264,2.533004,0.060411,8.487085,7.749077,81.549815,2.214022,0.313152,0.071193,1.490363,271,31
DB12230_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.831641,3.043762,0.059685,3.664921,2.356021,93.455497,0.52356,0.223879,0.029372,1.784035,382,54
DB12233_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.754248,2.299102,0.059532,6.410256,8.119658,84.615385,0.854701,0.287597,0.048003,1.339345,234,40
DB12241_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.124969,4.079996,0.090512,8.958838,4.842615,81.840194,4.358354,0.747043,0.307094,2.120643,413,43
DB12254_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.142264,3.855907,0.096291,6.603774,6.132075,86.084906,1.179245,0.532644,0.087266,2.38177,424,43
DB12260_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.1207,3.081235,0.029447,0.795756,3.183024,95.755968,0.265252,0.016251,0.005306,1.623332,377,49
DB12270_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.924947,2.132642,0.039725,3.292181,8.230453,86.831276,1.646091,0.061495,0.035111,1.111834,243,54
DB12278_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.811341,2.031355,0.021247,0.0,1.149425,98.850575,0.0,0.0,0.0,1.298807,261,56
DB12285_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.945336,3.377897,0.066566,5.36193,4.289544,86.863271,3.485255,0.389784,0.180878,1.797623,373,45
DB12302_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.93342,3.685321,0.032777,4.285714,5.714286,87.380952,2.619048,0.183635,0.09446,2.047935,420,62
DB12305_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.656279,2.174517,0.031365,1.509434,4.90566,92.45283,1.132075,0.034558,0.020219,1.313046,265,34
DB12313_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.039163,3.026709,0.02389,0.255754,1.278772,98.465473,0.0,0.006496,0.0,1.825453,391,58
DB12332_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.759288,2.173765,0.036038,2.238806,4.477612,92.910448,0.373134,0.055457,0.008455,1.185902,268,42
DB12341_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.620173,2.402771,0.042311,3.649635,5.109489,87.956204,3.284672,0.138831,0.073027,1.420056,274,58
DB12350_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.949486,2.357694,0.080418,8.661417,5.11811,83.070866,3.149606,0.344712,0.111613,1.386661,254,61
DB12357_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.281735,2.815033,0.021849,0.877193,4.678363,91.520468,2.923977,0.021464,0.082053,1.635777,342,32
DB12359_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.786766,2.317103,0.036331,3.422053,4.942966,90.494297,1.140684,0.130232,0.024633,1.294887,263,37
DB12361_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.467709,3.028188,0.031051,1.344086,2.956989,95.698925,0.0,0.030157,0.0,1.939333,372,53
DB12368_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.843816,1.946968,0.0345,1.239669,3.719008,93.801653,1.239669,0.036388,0.019319,1.106876,242,48
DB12371_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.318487,3.034135,0.051548,4.189944,1.675978,90.223464,3.910615,0.251573,0.17454,1.623638,358,72
DB12385_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.118095,2.678959,0.054332,9.701493,5.597015,82.462687,2.238806,0.344761,0.079583,1.673805,268,43
DB12401_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.266692,3.857542,0.066047,7.192575,3.712297,88.167053,0.928074,0.48075,0.075542,2.312877,431,49
DB12404_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.478796,2.86661,0.01744,0.26738,0.802139,98.930481,0.0,0.005197,0.0,1.477706,374,47
DB12414_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.104161,2.74749,0.023693,1.201201,5.405405,91.891892,1.501502,0.024563,0.043971,1.454513,333,73
DB12438_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.857381,4.464469,0.052854,6.553911,7.188161,82.875264,3.382664,0.54288,0.133853,2.390616,473,32
DB12446_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.039118,2.397516,0.062554,7.984791,3.802281,87.452471,0.760456,0.324079,0.027479,1.52984,263,43
DB12447_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.273744,2.603225,0.039483,3.353659,2.134146,94.207317,0.304878,0.101719,0.006904,1.497137,328,47
DB12457_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.489864,2.518982,0.079131,7.54717,6.415094,84.528302,1.509434,0.313174,0.074578,1.623297,265,67
DB12459_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.500544,2.721281,0.028737,0.297619,4.166667,95.238095,0.297619,0.006234,0.005747,1.496446,336,59
DB12474_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.988139,2.352702,0.054893,7.01107,3.321033,88.560886,1.107011,0.340039,0.034344,1.419396,271,49
DB12479_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.787425,3.609191,0.055816,6.921241,1.431981,89.498807,2.147971,0.466306,0.123882,1.897297,419,49
DB12487_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.185539,2.29102,0.027575,2.158273,6.115108,91.366906,0.359712,0.035638,0.007271,1.268935,278,56
DB12491_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.189509,3.356447,0.083111,5.759162,3.926702,87.696335,2.617801,0.400556,0.127373,2.132304,382,69
DB12500_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.95433,4.94923,0.063322,4.195804,2.972028,89.335664,3.496503,0.379314,0.224877,2.576028,572,73
DB12512_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.708521,3.101711,0.028405,2.513966,6.424581,89.944134,1.117318,0.065636,0.03655,1.640475,358,56
DB12515_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.198259,2.63014,0.040569,5.704698,6.375839,85.90604,2.013423,0.12594,0.037993,1.551874,298,44
DB12517_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.411943,2.479641,0.037939,5.454545,7.636364,83.636364,3.272727,0.288963,0.089275,1.560307,275,70
DB12523_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.028892,3.176573,0.022195,0.246914,0.987654,98.024691,0.740741,0.005302,0.01681,1.698431,405,57
DB12526_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.955379,3.818978,0.063765,5.287356,9.195402,83.218391,2.298851,0.348621,0.132915,2.244294,435,95
DB12532_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.039933,2.931019,0.077261,8.860759,6.012658,82.594937,2.531646,0.471259,0.1073,1.924635,316,75
DB12547_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.945231,3.537911,0.065246,10.752688,5.645161,81.72043,1.88172,0.711793,0.110785,2.077972,372,43
DB12549_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.667324,2.997906,0.043177,4.046243,5.202312,90.17341,0.578035,0.170659,0.022766,1.613628,346,48
DB12555_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.3012,1.830165,0.07091,12.777778,3.888889,80.555556,2.777778,0.482233,0.103926,1.173616,180,42
DB12564_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.240651,1.850342,0.026696,1.321586,3.524229,95.154185,0.0,0.024182,0.0,1.232683,227,78
DB12569_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.473894,3.556096,0.070561,8.743169,7.377049,77.868852,6.010929,0.575303,0.255947,1.950433,366,62
DB12572_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.013491,2.485452,0.02327,0.993377,2.649007,95.695364,0.662252,0.016551,0.010743,1.485684,302,49
DB12588_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.587559,4.420651,0.043294,5.295316,7.739308,84.725051,2.240326,0.2393,0.089762,2.696685,491,38
DB12590_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.009503,2.453564,0.02656,0.651466,3.908795,94.462541,0.977199,0.026521,0.030269,1.376782,307,43
DB12591_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.254302,3.418646,0.043048,3.712871,2.970297,91.336634,1.980198,0.211309,0.100118,1.828588,404,60
DB12611_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.550782,2.90963,0.052387,7.419355,7.419355,83.870968,1.290323,0.25451,0.042137,1.672453,310,56
DB12615_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.5395,3.707733,0.071628,11.640212,5.555556,79.62963,3.174603,0.754926,0.202722,2.286287,378,89
DB12627_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.664728,3.538731,0.03112,2.663438,5.326877,90.799031,1.210654,0.094318,0.040455,1.865235,413,60
DB12632_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.055726,3.284159,0.071761,7.756233,6.094183,82.271468,3.878116,0.466116,0.199022,1.949275,361,58
DB12638_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.375006,4.090858,0.037705,1.2,3.8,94.2,0.8,0.043348,0.022008,2.425942,500,49
DB12640_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.369803,3.548254,0.055216,4.807692,3.605769,88.461538,3.125,0.393436,0.158279,2.044358,416,57
DB12654_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.397756,3.597466,0.069556,10.31746,4.761905,81.481481,3.439153,0.713032,0.192914,2.309691,378,76
DB12657_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.032966,2.065421,0.020711,0.37594,1.503759,98.120301,0.0,0.006321,0.0,0.922354,266,49
DB12670_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.27546,2.713285,0.036341,2.967359,4.154303,92.878338,0.0,0.070897,0.0,1.712345,337,54
DB12675_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.894266,2.946199,0.037484,3.107345,3.954802,92.937853,0.0,0.092752,0.0,1.679928,354,63
DB12679_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.539453,3.407941,0.027998,2.657005,5.072464,91.545894,0.724638,0.074634,0.021927,1.713485,414,36
DB12685_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.421845,2.445181,0.030048,4.181185,6.271777,87.804878,1.74216,0.118078,0.035303,1.405721,287,58
DB12687_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.690581,2.971355,0.026021,2.197802,4.395604,93.406593,0.0,0.04824,0.0,1.864582,364,60
DB12696_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.588615,3.543219,0.027845,1.814059,3.401361,94.104308,0.680272,0.051995,0.020776,2.058267,441,56
DB12702_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.866537,2.507629,0.038373,6.521739,6.884058,84.42029,2.173913,0.217626,0.075267,1.486822,276,71
DB12703_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.172623,4.239125,0.081874,6.696429,4.241071,86.607143,2.455357,0.479614,0.120782,2.308718,448,53
DB12706_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.879111,3.464396,0.041162,5.128205,7.692308,86.153846,1.025641,0.224717,0.05088,1.899863,390,48
DB12725_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.334028,4.689201,0.051073,5.576208,6.133829,87.732342,0.557621,0.461537,0.043609,2.738261,538,70
DB12742_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.531461,3.375946,0.023639,0.235294,2.352941,97.176471,0.235294,0.005006,0.005685,1.806772,425,53
DB12743_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.755804,3.211946,0.044567,3.108808,5.440415,89.896373,1.554404,0.11577,0.04434,1.857057,386,67
DB12746_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.965325,3.545792,0.033468,5.541562,7.052897,85.894207,1.511335,0.219261,0.083359,1.98416,397,37
DB12753_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.611525,2.549553,0.077808,10.074627,4.477612,81.716418,3.731343,0.502175,0.187845,1.30219,268,28
DB12756_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.928282,3.688738,0.050904,5.275779,5.755396,86.810552,2.158273,0.307141,0.100637,2.020424,417,68
DB12780_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.479547,3.18574,0.026603,2.37467,5.277045,87.598945,4.74934,0.062799,0.148379,1.699388,379,36
DB12781_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.502586,3.78345,0.071402,4.683841,4.683841,87.822014,2.810304,0.412073,0.178934,1.978308,427,45
DB12792_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.923045,2.268588,0.048349,7.279693,4.980843,86.97318,0.766284,0.295081,0.013152,1.358548,261,35
DB12798_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.074519,2.95289,0.042928,5.438066,6.344411,86.102719,2.114804,0.142249,0.062431,1.621462,331,64
DB12830_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.616739,3.35199,0.042182,3.693931,5.804749,86.807388,3.693931,0.136454,0.140634,1.719358,379,55
DB12832_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.997806,3.570142,0.079333,7.894737,7.894737,81.315789,2.894737,0.443104,0.131989,2.208681,380,89
DB12833_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.551678,4.183702,0.039769,5.676856,9.170306,81.877729,3.275109,0.264388,0.160263,2.316999,458,57
DB12834_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.434476,2.212758,0.025379,1.901141,5.703422,92.395437,0.0,0.035092,0.0,1.34131,263,24
DB12837_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.26205,2.092625,0.029586,2.419355,6.048387,88.306452,3.225806,0.040752,0.068965,1.186081,248,60
DB12848_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.282245,4.412498,0.079179,6.378601,5.349794,85.185185,3.08642,0.505036,0.20438,2.279222,486,44
DB12850_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,6.205845,4.542276,0.052194,3.17757,5.233645,89.906542,1.682243,0.15857,0.073267,2.406795,535,73
DB12853_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.971285,2.741463,0.04254,3.405573,5.263158,90.092879,1.23839,0.154035,0.030632,1.592499,323,55
DB12854_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.329339,3.223671,0.048125,3.439153,4.497354,91.005291,1.058201,0.131879,0.029592,1.711941,378,52
DB12858_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.40666,3.478534,0.065848,8.031088,4.663212,84.196891,3.108808,0.465596,0.189493,2.079294,386,71
DB12867_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.656146,2.852176,0.046415,3.71517,7.120743,88.854489,0.309598,0.160728,0.006518,1.687461,323,52
DB12868_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.108465,3.698667,0.033734,3.153153,6.081081,87.387387,3.378378,0.195987,0.173357,1.990601,444,50
DB12869_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.407186,2.78691,0.048266,4.037267,3.726708,91.304348,0.931677,0.190377,0.039749,1.630445,322,47
DB12885_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.492088,2.917316,0.052019,5.079365,4.126984,89.84127,0.952381,0.212146,0.016216,1.517373,315,48
DB12888_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.205023,2.673965,0.033494,2.884615,8.012821,85.25641,3.846154,0.054725,0.105845,1.365033,312,39
DB12895_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.489634,3.709102,0.066102,6.26506,4.337349,87.46988,1.927711,0.384164,0.110427,2.338203,415,75
DB12912_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.971519,2.965953,0.065774,13.69863,7.191781,72.60274,6.506849,0.62735,0.258138,1.588328,292,32
DB12923_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.214698,2.540831,0.024198,0.302115,1.812689,97.583082,0.302115,0.005472,0.010007,1.537626,331,75
DB12931_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.800181,2.759765,0.066576,10.507246,5.434783,81.884058,2.173913,0.60373,0.102943,1.51207,276,29
DB12941_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.55107,3.068098,0.071875,4.424779,6.489676,87.610619,1.474926,0.195804,0.053905,1.666221,339,47
DB12946_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.871271,3.695122,0.060481,7.920792,4.70297,85.148515,2.227723,0.548318,0.119174,2.171644,404,46
DB12959_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.798618,2.696691,0.02521,0.958466,5.43131,92.01278,1.597444,0.017435,0.034755,1.385069,313,46
DB12962_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.035943,3.015537,0.070602,6.140351,4.093567,88.596491,1.169591,0.395092,0.067299,1.897821,342,56
DB12973_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.529764,2.874038,0.017734,0.537634,2.150538,96.505376,0.806452,0.011063,0.018295,1.533635,372,65
DB12981_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.329192,3.026923,0.058903,16.206897,11.034483,70.689655,2.068966,0.662014,0.105353,1.900393,290,74
DB12998_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.043482,3.114478,0.039625,5.491329,6.358382,86.705202,1.445087,0.238541,0.041012,1.858974,346,62
DB13021_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.920623,2.405299,0.036298,4.577465,4.577465,90.84507,0.0,0.117465,0.0,1.354821,284,31
DB13029_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.559823,3.154286,0.062131,5.714286,5.714286,85.428571,3.142857,0.291853,0.143217,1.743321,350,50
DB13064_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.476787,1.857137,0.037312,2.620087,3.056769,93.886463,0.436681,0.067831,0.005505,1.238719,229,33
DB13072_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.266671,1.382186,0.025179,1.25,8.125,89.375,1.25,0.011966,0.01236,0.907924,160,65
DB13080_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.579756,2.904955,0.034752,3.768116,4.347826,91.014493,0.869565,0.10248,0.015704,1.720249,345,50
DB13090_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.035868,4.046999,0.049024,8.0,11.5,76.75,3.75,0.393164,0.155464,2.3409,400,49
DB13118_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.350214,2.328629,0.039141,1.724138,4.482759,93.793103,0.0,0.037329,0.0,1.393476,290,48
DB13119_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.963128,4.064734,0.04293,4.496788,5.995717,89.079229,0.428266,0.226486,0.012844,2.312045,467,45
DB13122_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.202845,3.793636,0.066918,5.491991,3.203661,90.389016,0.915332,0.483506,0.064767,2.392304,437,47
DB13169_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.613631,3.106699,0.024164,0.255102,3.316327,96.173469,0.255102,0.005049,0.005738,1.8236,392,46
DB13216_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.852578,2.234238,0.027026,1.805054,2.527076,94.945848,0.722022,0.03459,0.016682,1.342297,277,37
DB13225_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.316912,2.848875,0.024466,0.833333,1.944444,97.222222,0.0,0.017329,0.0,1.70325,360,43
DB13227_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.036679,3.872876,0.028674,1.851852,4.73251,92.798354,0.617284,0.062646,0.023011,2.223677,486,69
DB13237_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.237728,3.467893,0.063245,5.398458,6.683805,86.375321,1.542416,0.343592,0.091488,2.238535,389,50
DB13239_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.672911,3.798277,0.089233,13.812155,6.906077,72.099448,7.18232,0.840102,0.349205,2.382791,362,45
DB13240_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.370356,3.339973,0.07783,3.157895,3.421053,92.105263,1.315789,0.268879,0.084913,1.970146,380,83
DB13246_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.017329,1.288721,0.020092,0.598802,3.592814,95.209581,0.598802,0.006366,0.007588,0.82424,167,47
DB13292_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.392595,2.813496,0.040003,5.29595,5.607477,85.669782,3.426791,0.216165,0.13001,1.596186,321,40
DB13300_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.041451,3.70838,0.055256,6.403941,8.128079,82.512315,2.955665,0.321399,0.126935,2.227746,406,43
DB13304_pose7_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.865712,2.573979,0.024328,1.26183,5.047319,92.113565,1.577287,0.041062,0.03217,1.461347,317,30
