molecule_name,delta_g_inter,dg_inter_sum,dg_inter_max,hbond_percent,moderate_attr_percent,vdw_percent,clash_percent,hbond_strength,clash_strength,favorable_strength,n_interaction_points,n_ligand_atoms
DB08789_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.772381,3.360358,0.0758,10.451977,4.237288,83.050847,2.259887,0.705077,0.136875,2.053741,354,35
DB08796_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.461117,3.727466,0.021571,0.437637,3.719912,93.654267,2.188184,0.011765,0.065017,2.118853,457,53
DB08804_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.417055,2.048185,0.035398,2.016129,5.241935,91.532258,1.209677,0.031801,0.0184,1.293969,248,75
DB08814_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.905903,2.866354,0.046242,5.128205,8.333333,85.576923,0.961538,0.124809,0.027197,1.656148,312,24
DB08819_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.676162,2.969695,0.075805,4.927536,2.608696,90.724638,1.73913,0.330377,0.102539,1.793891,345,66
DB08822_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.858167,2.897911,0.078814,5.806452,2.580645,86.129032,5.483871,0.334931,0.254811,1.590345,310,66
DB08833_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.66222,2.46421,0.063953,6.181818,4.727273,88.0,1.090909,0.228928,0.022777,1.511691,275,81
DB08834_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.66222,2.46421,0.063953,6.181818,4.727273,88.0,1.090909,0.228928,0.022777,1.511691,275,81
DB08865_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.306052,3.105205,0.021111,0.257069,3.084833,96.658098,0.0,0.005776,0.0,1.751139,389,52
DB08877_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.017808,2.648877,0.048096,6.818182,1.623377,87.662338,3.896104,0.308583,0.172666,1.456766,308,41
DB08883_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.894079,1.815667,0.018208,0.434783,0.434783,99.130435,0.0,0.005661,0.0,1.157101,230,42
DB08895_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.098552,1.420815,0.022712,1.098901,2.197802,96.703297,0.0,0.012492,0.0,0.769583,182,43
DB08896_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.000297,2.32952,0.047837,7.883817,8.713693,80.497925,2.904564,0.242623,0.052296,1.365905,241,48
DB08899_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.106917,3.249031,0.052263,4.644809,7.377049,86.065574,1.912568,0.176174,0.057881,1.881502,366,48
DB08903_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.781788,2.901779,0.068608,6.287425,2.39521,90.718563,0.598802,0.422186,0.038317,1.798936,334,68
DB08906_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.306662,3.804334,0.084116,8.148148,6.666667,83.703704,1.481481,0.501924,0.090711,2.286877,405,66
DB08911_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.972372,2.236604,0.067206,6.374502,5.179283,87.649402,0.796813,0.27855,0.037859,1.409068,251,60
DB08922_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.558259,3.786567,0.029122,1.73913,2.173913,96.086957,0.0,0.056007,0.0,2.139942,460,60
DB08942_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.529835,3.328981,0.040385,2.813299,5.11509,90.537084,1.534527,0.1183,0.036282,1.89971,391,36
DB08948_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.552857,3.190168,0.058021,8.682635,7.185629,81.736527,2.39521,0.408283,0.084741,1.819238,334,32
DB08964_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.834772,3.96075,0.059456,6.235566,6.004619,85.450346,2.309469,0.360583,0.118597,2.323568,433,66
DB08965_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.633877,1.670787,0.023663,2.617801,6.282723,91.099476,0.0,0.034681,0.0,1.06461,191,102
DB08974_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.060287,2.951626,0.079263,7.792208,4.87013,83.766234,3.571429,0.367541,0.117825,1.552289,308,35
DB08991_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.903573,2.418274,0.026531,1.384083,4.844291,93.079585,0.692042,0.027868,0.014128,1.507086,289,31
DB08992_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.623283,1.934061,0.037483,0.851064,2.978723,95.744681,0.425532,0.0113,0.005169,1.038732,235,44
DB09008_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.902529,2.663951,0.094703,13.654618,5.220884,77.108434,4.016064,0.761888,0.179824,1.652932,249,47
DB09010_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.751242,2.701645,0.06543,6.122449,2.721088,88.435374,2.721088,0.350985,0.157719,1.607988,294,34
DB09047_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.60456,4.710752,0.028942,0.541516,3.249097,95.306859,0.902527,0.019064,0.026779,2.315595,554,48
DB09053_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.337123,3.350211,0.02104,0.4662,2.564103,96.037296,0.932401,0.012374,0.02372,1.999344,429,57
DB09054_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.988936,4.442516,0.045531,5.870841,6.262231,85.322896,2.544031,0.349609,0.132556,2.544937,511,49
DB09074_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.317289,2.814631,0.032945,3.184713,7.961783,85.66879,3.184713,0.077126,0.070607,1.671422,314,55
DB09078_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.209954,3.274473,0.047782,7.588076,5.149051,84.281843,2.98103,0.371253,0.135686,1.914303,369,49
DB09115_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.55642,1.798198,0.020215,0.865801,0.865801,97.835498,0.4329,0.010479,0.008764,1.012619,231,18
DB09119_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.605799,3.48554,0.047389,6.842105,8.421053,80.526316,4.210526,0.318275,0.215989,1.857044,380,38
DB09123_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.894628,2.726623,0.051692,6.312292,5.980066,85.714286,1.993355,0.318196,0.120252,1.530061,301,48
DB09133_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.003253,2.592896,0.10176,7.942238,2.527076,88.447653,1.083032,0.48264,0.070792,1.593766,277,29
DB09151_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.750134,2.184476,0.045308,5.11811,6.692913,88.188976,0.0,0.123949,0.0,1.301255,254,30
DB09169_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.800255,2.287724,0.035425,2.768166,4.152249,92.041522,1.038062,0.088282,0.028388,1.353193,289,60
DB09170_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.738721,3.039666,0.065563,6.461538,7.384615,85.230769,0.923077,0.174645,0.021612,1.876185,325,51
DB09171_pose4_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.237375,2.391479,0.033505,3.508772,5.614035,89.122807,1.754386,0.068708,0.041406,1.477982,285,56
DB09194_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.9601,2.820856,0.024154,0.564972,3.672316,95.480226,0.282486,0.012187,0.005924,1.65286,354,54
DB09215_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.016343,3.766918,0.038313,2.745995,4.347826,91.075515,1.830664,0.097547,0.080837,1.905749,437,36
DB09234_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.298162,2.741766,0.05554,5.095541,6.369427,87.579618,0.955414,0.153026,0.019246,1.721527,314,48
DB09240_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.361627,3.645905,0.047192,6.476684,9.326425,81.606218,2.590674,0.295416,0.095809,2.14059,386,69
DB09242_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,1.623636,1.363173,0.048251,8.965517,8.965517,80.689655,1.37931,0.177249,0.032699,0.890984,145,28
DB09244_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.146774,2.655862,0.028765,3.71517,5.572755,86.687307,4.024768,0.095084,0.104466,1.410169,323,35
DB09273_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.285016,3.016426,0.041687,5.60472,6.489676,86.725664,1.179941,0.259122,0.027925,1.645006,339,33
DB09278_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,0.496995,0.228272,0.014472,0.0,0.0,100.0,0.0,0.0,0.0,0.174932,31,5
DB09286_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.179568,2.219245,0.033628,3.053435,8.778626,87.40458,0.763359,0.07428,0.01122,1.421433,262,57
DB09340_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.415682,2.787244,0.08747,7.973422,1.66113,88.704319,1.66113,0.546625,0.085764,1.592762,301,40
DB09346_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.665174,2.421014,0.065101,7.968127,6.374502,83.266932,2.390438,0.34764,0.120387,1.364423,251,32
DB09371_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.854942,2.275261,0.045126,7.003891,3.501946,87.548638,1.945525,0.298805,0.067932,1.456759,257,48
DB09534_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.153276,2.531587,0.028131,0.925926,2.469136,95.987654,0.617284,0.025454,0.011061,1.597104,324,76
DB11155_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.156672,3.346458,0.04743,7.458564,6.629834,82.872928,3.038674,0.308369,0.114938,1.736016,362,28
DB11174_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.129831,1.687681,0.043636,3.482587,4.975124,89.552239,1.99005,0.0586,0.027856,1.080464,201,38
DB11284_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.393002,2.598663,0.113796,6.296296,3.703704,85.185185,4.814815,0.426066,0.20277,1.633624,270,112
DB11336_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.240296,3.266073,0.048262,3.794038,6.504065,87.804878,1.897019,0.13614,0.048179,1.915718,369,25
DB11349_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.911457,2.645107,0.043584,3.384615,6.153846,90.461538,0.0,0.117268,0.0,1.75113,325,72
DB11363_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.491041,3.191629,0.019332,0.483092,1.449275,98.067633,0.0,0.016124,0.0,1.769729,414,70
DB11372_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.94209,2.299764,0.074604,7.905138,9.090909,81.818182,1.185771,0.266634,0.040148,1.402034,253,49
DB11378_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.866095,3.151907,0.068266,5.107527,1.612903,92.473118,0.806452,0.395242,0.038161,2.069795,372,53
DB11394_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.147455,2.172066,0.038352,3.875969,1.937984,94.186047,0.0,0.162624,0.0,1.201547,258,65
DB11413_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.423773,3.872218,0.077662,15.384615,9.340659,71.428571,3.846154,0.90676,0.232432,2.373675,364,35
DB11416_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.794272,1.629154,0.079416,7.692308,0.549451,87.362637,4.395604,0.301785,0.12463,0.887772,182,130
DB11423_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.67429,3.306782,0.04603,3.412073,6.036745,89.238845,1.312336,0.144172,0.02891,2.093698,381,96
DB11425_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.924281,4.28947,0.066362,5.555556,4.73251,86.625514,3.08642,0.506471,0.140289,2.659049,486,58
DB11429_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.558735,2.117447,0.067998,5.905512,4.330709,88.188976,1.574803,0.300582,0.059031,1.315082,254,52
DB11430_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.566119,2.960084,0.036444,3.975535,6.727829,88.990826,0.30581,0.112715,0.006205,1.953345,327,109
DB11432_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,5.14645,3.490996,0.062954,7.291667,3.125,86.458333,3.125,0.492215,0.245676,2.18796,384,126
DB11433_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.621879,2.945642,0.053922,5.105105,3.903904,89.78979,1.201201,0.357451,0.049656,1.652654,333,50
DB11442_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.228354,3.041206,0.035714,1.092896,4.098361,94.535519,0.273224,0.02987,0.008236,1.966637,366,109
DB11443_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.251808,3.018618,0.051283,3.498542,8.746356,85.422741,2.332362,0.106026,0.063874,1.713143,343,48
DB11450_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.091197,4.115793,0.080441,10.280374,7.943925,77.803738,3.971963,0.709979,0.201353,2.430408,428,43
DB11453_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.970089,3.478516,0.029464,0.928074,4.176334,93.967517,0.928074,0.026587,0.024756,1.974406,431,50
DB11460_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.175012,2.908958,0.028939,2.0,4.285714,90.571429,3.142857,0.053092,0.083527,1.741624,350,80
DB11466_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.02485,3.217996,0.030359,3.367876,3.367876,91.968912,1.295337,0.113813,0.052511,1.954268,386,47
DB11480_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.059335,3.256877,0.034325,2.724796,5.99455,89.373297,1.907357,0.070691,0.042749,1.733923,367,23
DB11485_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.150645,4.870163,0.0543,3.629764,4.174229,90.92559,1.270417,0.390011,0.102701,2.667172,551,51
DB11487_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.303573,3.703036,0.039919,5.853659,6.585366,84.634146,2.926829,0.212113,0.142025,1.984289,410,68
DB11490_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.837725,1.818442,0.037042,2.212389,4.867257,92.920354,0.0,0.042907,0.0,1.09653,226,44
DB11511_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.645976,2.848951,0.01975,0.28169,3.380282,95.774648,0.56338,0.005115,0.012395,1.757278,355,48
DB11544_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.574207,2.492633,0.029869,2.857143,2.857143,94.285714,0.0,0.06029,0.0,1.551208,315,123
DB11591_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.582529,4.215209,0.113743,9.241706,6.161137,77.962085,6.635071,0.827662,0.402116,2.455954,422,71
DB11614_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.813234,1.733902,0.028025,1.351351,1.801802,96.846847,0.0,0.019768,0.0,1.061883,222,56
DB11644_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,2.950157,2.612459,0.02675,1.582278,5.696203,92.088608,0.632911,0.036268,0.012686,1.474933,316,27
DB11660_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.562155,3.651094,0.089396,6.718346,8.268734,83.204134,1.808786,0.40663,0.091927,2.199722,387,77
DB11671_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.059519,2.943972,0.023861,1.699717,4.815864,92.351275,1.133144,0.044024,0.028921,1.671171,353,69
DB11681_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.163403,2.534539,0.026992,0.318471,2.547771,96.815287,0.318471,0.005666,0.005188,1.370045,314,45
DB11683_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.18215,3.02654,0.039143,6.432749,5.263158,85.380117,2.923977,0.274727,0.147928,1.594089,342,33
DB11689_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.146311,3.837988,0.050218,5.727924,4.77327,87.828162,1.670644,0.345141,0.062622,2.230878,419,42
DB11691_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,6.229906,5.903318,0.073136,11.07438,6.942149,78.677686,3.305785,1.21651,0.296791,3.587247,605,76
DB11696_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.649231,3.787501,0.045834,3.872437,7.517084,87.927107,0.683371,0.131457,0.028187,2.32577,439,50
DB11708_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.021392,1.757214,0.072928,9.782609,6.521739,80.978261,2.717391,0.342924,0.052319,1.054796,184,46
DB11725_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.247827,2.888676,0.03854,5.421687,6.927711,87.048193,0.60241,0.167536,0.015866,1.722017,332,49
DB11736_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.556307,4.208285,0.046006,3.92562,7.231405,88.22314,0.619835,0.213832,0.019306,2.330578,484,61
DB11739_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.233081,2.482508,0.025529,2.317881,2.649007,94.370861,0.662252,0.107487,0.016227,1.4579,302,40
DB11741_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.825215,2.485278,0.060574,6.569343,6.934307,83.941606,2.554745,0.230782,0.079193,1.439696,274,57
DB11742_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.118219,2.734319,0.02662,0.573066,4.011461,95.415473,0.0,0.016543,0.0,1.564194,349,74
DB11747_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.451254,4.212304,0.126693,5.361305,4.428904,84.149184,6.060606,0.642155,0.349099,2.2574,429,72
DB11750_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.585863,1.954609,0.0563,8.61244,7.177033,82.77512,1.435407,0.289952,0.050979,1.248975,209,56
DB11751_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.9598,2.816898,0.02146,0.277008,1.66205,96.952909,1.108033,0.007455,0.031844,1.636429,361,46
DB11757_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.767346,2.830299,0.066751,3.692308,5.846154,90.153846,0.307692,0.180796,0.00511,1.813694,325,52
DB11759_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.580361,3.908272,0.054673,5.518764,5.960265,87.417219,1.103753,0.307522,0.038632,2.233227,453,58
DB11765_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.771586,3.705755,0.063172,8.0,5.0,84.75,2.25,0.491705,0.153212,2.034089,400,47
DB11784_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.073934,3.230997,0.065696,5.915493,5.352113,85.352113,3.380282,0.339929,0.124046,1.967971,355,73
DB11786_pose5_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,4.194873,2.771378,0.064935,10.810811,5.067568,81.418919,2.702703,0.5521,0.100209,1.77985,296,72
DB11798_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.744109,3.079491,0.066284,10.322581,7.741935,74.83871,7.096774,0.577012,0.233177,1.804254,310,55
DB11800_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.132932,1.987425,0.044039,6.392694,5.479452,86.757991,1.369863,0.178206,0.042541,1.178359,219,51
DB11816_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.266787,3.52218,0.063726,9.186352,6.299213,81.102362,3.412073,0.492706,0.194977,2.014769,381,53
DB11820_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.597961,4.150412,0.047286,5.275229,7.568807,84.633028,2.522936,0.259148,0.076903,2.228987,436,32
DB11833_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.210832,2.201527,0.025094,0.362319,5.072464,93.84058,0.724638,0.005585,0.01035,1.336441,276,36
DB11836_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.329865,2.791481,0.046212,8.653846,5.448718,83.333333,2.564103,0.400816,0.108146,1.608178,312,38
DB11838_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.419038,2.800656,0.02942,0.584795,2.923977,95.321637,1.169591,0.014472,0.029895,1.59827,342,38
DB11853_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.781493,3.665992,0.027413,2.01005,7.035176,88.442211,2.512563,0.051432,0.073664,2.111405,398,71
DB11878_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.347792,2.906129,0.02421,1.114206,6.128134,92.200557,0.557103,0.025429,0.011143,1.637834,359,74
DB11883_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.586437,3.610377,0.060886,4.62963,3.935185,90.972222,0.462963,0.309496,0.041505,2.063187,432,42
DB11899_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.497141,3.433907,0.047759,9.585492,3.626943,82.901554,3.88601,0.561956,0.296397,1.881399,386,41
DB11900_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.293981,2.322358,0.0425,4.693141,2.166065,91.33574,1.805054,0.267004,0.053082,1.361853,277,43
DB11902_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.855001,3.961845,0.044705,4.761905,5.668934,87.301587,2.267574,0.25049,0.126318,2.231383,441,69
DB11905_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.124149,2.886347,0.023478,0.859599,3.151862,95.415473,0.573066,0.01839,0.015512,1.573382,349,44
DB11911_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.654072,4.499285,0.0534,6.321839,4.789272,87.356322,1.532567,0.394927,0.070359,2.583422,522,47
DB11919_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.980604,2.439464,0.033577,2.372881,2.372881,93.559322,1.694915,0.048735,0.040634,1.374494,295,29
DB11925_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.050834,3.005856,0.048281,4.142012,6.508876,88.16568,1.183432,0.137859,0.027064,1.717385,338,64
DB11943_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,2.866695,2.583429,0.076576,6.597222,4.513889,87.847222,1.041667,0.285663,0.04406,1.443404,288,42
DB11950_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.186593,2.472616,0.03913,4.379562,6.569343,86.861314,2.189781,0.129345,0.047024,1.394004,274,62
DB11952_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.786309,3.131742,0.033506,2.894737,3.947368,91.578947,1.578947,0.09303,0.044628,1.715527,380,47
DB11953_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.060661,2.533746,0.032728,1.628664,4.234528,93.159609,0.977199,0.034218,0.019791,1.53309,307,54
DB11957_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.652375,2.854205,0.021113,0.56338,4.225352,94.084507,1.126761,0.014208,0.030539,1.575081,355,47
DB11963_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,5.313058,4.442992,0.077628,8.847737,4.938272,83.333333,2.880658,0.724749,0.156546,2.511503,486,58
DB11966_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,6.079998,5.388722,0.077334,13.457944,5.233645,77.383178,3.925234,1.293312,0.301372,3.304555,535,85
DB11968_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.866398,4.21865,0.050017,4.098361,3.893443,90.57377,1.434426,0.279455,0.102719,2.302,488,64
DB11970_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.732014,3.352806,0.047381,4.675325,7.532468,84.935065,2.857143,0.209127,0.108512,1.919593,385,90
DB11977_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.91391,2.457821,0.029801,1.351351,3.716216,94.256757,0.675676,0.03068,0.014756,1.444548,296,83
DB11978_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.278389,3.033694,0.055628,8.125,5.9375,83.125,2.8125,0.303078,0.122092,1.787233,320,50
DB11990_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.258837,2.24252,0.02274,0.0,1.369863,98.287671,0.342466,0.0,0.0055,1.308248,292,68
DB11998_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.920787,4.599968,0.068545,11.622807,5.701754,78.070175,4.605263,1.057536,0.331523,2.601938,456,33
DB12002_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.384943,3.397202,0.058765,9.041096,4.109589,84.931507,1.917808,0.515939,0.100303,2.038302,365,70
DB12012_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.659009,4.112903,0.030765,1.639344,4.918033,92.213115,1.229508,0.054813,0.06035,2.128352,488,53
DB12021_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.985809,3.448305,0.039363,5.276382,6.532663,84.422111,3.768844,0.220403,0.185757,1.762057,398,57
DB12022_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.00696,2.940341,0.025566,1.072386,2.949062,95.174263,0.80429,0.026182,0.0156,1.766532,373,61
DB12027_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.459167,3.096154,0.055046,9.198813,8.308605,80.712166,1.780415,0.344092,0.052818,2.028771,337,45
DB12028_pose2_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,3.638551,3.9903,0.09082,8.845209,8.353808,78.624079,4.176904,0.512517,0.209089,2.311191,407,28
DB12039_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.287761,2.744138,0.07182,6.229508,4.918033,86.557377,2.295082,0.374999,0.161918,1.665458,305,35
DB12041_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.552439,3.895684,0.064582,7.619048,5.952381,83.333333,3.095238,0.541754,0.129567,2.531445,420,59
DB12043_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,4.026359,2.934378,0.059794,12.881356,5.423729,77.288136,4.40678,0.715307,0.191079,1.828586,295,70
DB12046_pose3_bestCNN_VS_pose1__All_ACE_NME__OPTFREQ_ALPB,5.031266,3.687996,0.045838,3.935185,6.944444,88.425926,0.694444,0.216573,0.018156,2.199592,432,76
DB12057_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.070838,2.26777,0.019864,0.701754,3.508772,94.035088,1.754386,0.016138,0.027003,1.181336,285,44
DB12059_bestCNNscore_pose1__All_ACE_NME__OPTFREQ_ALPB,3.305272,2.027855,0.020822,0.377358,1.886792,97.358491,0.377358,0.005807,0.00563,1.217391,265,49
